2.85389,-0.633675,-1.25022,-1.28755,-1.2924,0.616544,0.653878,0.658721
0.351836,1.33253,1.40593,1.41947,1.17222,-0.0734039,-0.0869429,0.160315
2.02128,0.07242,-0.339005,-0.38601,-0.786224,0.411425,0.45843,0.858644
2.40011,-0.441762,-0.826721,-0.87175,-1.12965,0.384959,0.429988,0.687885
3.34075,-0.716958,-1.42222,-1.44215,-1.17262,0.705266,0.725194,0.45566
2.35504,-0.496077,-0.789137,-0.824473,-1.05517,0.29306,0.328396,0.559091
3.28743,-0.959565,-1.42016,-1.44147,-1.16921,0.460598,0.481907,0.209642
0.947124,0.803862,1.05291,1.03311,0.626509,-0.249046,-0.22925,0.177353
2.03374,-0.152082,-0.359911,-0.400548,-0.858745,0.207829,0.248466,0.706663
0.398296,1.43029,1.39737,1.40795,1.05801,0.0329161,0.0223409,0.372284
0.859403,1.16234,1.12375,1.12363,0.495256,0.0385866,0.0387077,0.667084
2.43989,-0.242607,-0.870843,-0.92226,-1.07646,0.628236,0.679653,0.833854
0.211504,1.33615,1.42249,1.44163,1.20714,-0.0863427,-0.10548,0.129005
1.86075,0.07242,-0.119581,-0.155393,-0.692745,0.192001,0.227813,0.765165
1.86418,-0.047073,-0.138281,-0.16897,-0.571109,0.0912077,0.121897,0.524036
1.48144,0.430899,0.403581,0.385328,-0.230775,0.0273181,0.0455714,0.661674
0.881438,1.23838,1.10471,1.09506,0.717753,0.133672,0.143316,0.520627
2.97783,-0.774894,-1.33024,-1.36124,-1.29506,0.555348,0.586345,0.520171
1.79299,0.043452,-0.0222368,-0.0714959,-0.343255,0.0656888,0.114948,0.386707
0.659513,1.31442,1.27677,1.28127,0.726494,0.0376531,0.033149,0.587926
2.80998,-0.637296,-1.22876,-1.25871,-1.29094,0.59146,0.621412,0.653648
2.19734,-0.463488,-0.575611,-0.62952,-0.857621,0.112123,0.166032,0.394133
0.275863,1.40495,1.41795,1.43593,1.0926,-0.0130005,-0.0309755,0.312349
1.45792,0.438141,0.432075,0.413048,-0.102325,0.00606594,0.0250934,0.540466
2.26144,-0.296922,-0.666539,-0.702047,-1.08733,0.369617,0.405125,0.790403
2.51299,-0.850935,-0.965412,-0.99751,-1.19776,0.114477,0.146575,0.346826
1.30035,0.586602,0.658018,0.622714,0.148041,-0.0714155,-0.0361116,0.438561
2.874,-0.745926,-1.27156,-1.30384,-1.28466,0.525636,0.557916,0.538733
1.19398,0.630054,0.788412,0.758143,0.268018,-0.158358,-0.128089,0.362036
0.389911,1.47737,1.39899,1.40887,1.15717,0.0783831,0.0684974,0.320198
1.90022,0.032589,-0.169209,-0.221396,-0.537556,0.201798,0.253985,0.570145
3.07352,-0.840072,-1.37193,-1.40082,-1.29672,0.531863,0.560751,0.456651
0.344292,1.29632,1.40942,1.42165,1.17744,-0.113097,-0.125333,0.11888
1.06657,1.00664,0.916805,0.90655,0.402876,0.0898355,0.10009,0.603764
2.55347,-0.423657,-0.996957,-1.04509,-1.12356,0.5733,0.621429,0.699905
3.35476,-0.557634,-1.42202,-1.44151,-1.19117,0.864389,0.883881,0.633535
1.75743,0.061557,0.0336026,-0.0111124,-0.463995,0.0279544,0.0726694,0.525552
0.731615,1.31804,1.23232,1.2238,0.879035,0.0857218,0.0942414,0.439005
0.423518,1.43029,1.38779,1.40065,0.962171,0.0424996,0.0296418,0.468119
2.28389,-0.318648,-0.685362,-0.734699,-1.01091,0.366714,0.416051,0.692262
3.34668,-0.764031,-1.42224,-1.44202,-1.13445,0.658213,0.677987,0.370422
2.13945,-0.32589,-0.499034,-0.547911,-0.890225,0.173144,0.222021,0.564335
1.76381,0.065178,0.0210126,-0.0286689,-0.315369,0.0441654,0.0938469,0.380547
0.861571,1.32166,1.1315,1.11869,0.6266,0.190156,0.202968,0.69506
0.360265,1.49909,1.40479,1.41963,1.01742,0.0942998,0.0794603,0.48167
0.0924557,1.30356,1.4145,1.43768,1.25617,-0.110943,-0.134117,0.0473862
2.75765,-0.528666,-1.18055,-1.21811,-1.28794,0.651882,0.689445,0.759279
2.61122,-0.633675,-1.04999,-1.0981,-1.18299,0.416311,0.464422,0.549311
0.60281,1.28183,1.30604,1.3139,0.871806,-0.0242124,-0.0320739,0.410024
0.0640708,1.14061,1.40723,1.43329,1.26222,-0.26662,-0.292684,-0.121605
