4.78788,1.95975,-2.77556e-17,0,0,1.95975,1.95975,1.95975
0.367395,-1.53644,-2.77556e-17,0,0,-1.53644,-1.53644,-1.53644
5.16016,0.224718,-1.38778e-17,0,0,0.224718,0.224718,0.224718
4.77367,-2.02246,0,0,0,-2.02246,-2.02246,-2.02246
1.98184,-2.30989,-1.03695e-16,0,0,-2.30989,-2.30989,-2.30989
5.43417,3.28715,-2.77556e-17,0,0,3.28715,3.28715,3.28715
2.87684,-0.909324,1.39064e-17,0,0,-0.909324,-0.909324,-0.909324
4.11237,0.804804,5.55112e-17,0,0,0.804804,0.804804,0.804804
0.533789,-0.355368,-1.75415e-17,0,0,-0.355368,-0.355368,-0.355368
2.31069,0.099294,-6.28386e-17,0,0,0.099294,0.099294,0.099294
1.10652,-2.53461,-6.37962e-17,0,0,-2.53461,-2.53461,-2.53461
5.56498,2.6339,-9.05942e-17,0,0,2.6339,2.6339,2.6339
4.43421,-1.71413,-2.77556e-17,0,0,-1.71413,-1.71413,-1.71413
5.37464,2.03291,-1.02141e-17,0,0,2.03291,2.03291,2.03291
1.08813,-2.48758,0,0,0,-2.48758,-2.48758,-2.48758
1.61243,-0,0,0,0,-0,-0,-0
1.59807,0.07839,0,0,0,0.07839,0.07839,0.07839
0.0537293,-0.559182,0,0,0,-0.559182,-0.559182,-0.559182
0.610506,-0.423306,-2.77556e-17,0,0,-0.423306,-0.423306,-0.423306
5.08973,0.109746,0,0,0,0.109746,0.109746,0.109746
1.48328,-1.75594,-1.42664e-17,0,0,-1.75594,-1.75594,-1.75594
3.66543,1.79774,-1.95843e-16,0,0,1.79774,1.79774,1.79774
4.49567,0.386724,9.63674e-17,0,0,0.386724,0.386724,0.386724
2.94532,0.07839,-1.63244e-16,0,0,0.07839,0.07839,0.07839
5.4736,2.46667,-1.34198e-17,0,0,2.46667,2.46667,2.46667
0.915512,-1.79774,5.39568e-17,0,0,-1.79774,-1.79774,-1.79774
4.60868,0.794352,-1.51879e-16,0,0,0.794352,0.794352,0.794352
4.11033,-0.804804,8.69305e-17,0,0,-0.804804,-0.804804,-0.804804
3.53284,-0.517374,6.93889e-18,0,0,-0.517374,-0.517374,-0.517374
5.61734,1.53644,0,0,0,1.53644,1.53644,1.53644
4.96185,0.088842,-2.08167e-17,0,0,0.088842,0.088842,0.088842
4.40067,-1.41102,0,0,0,-1.41102,-1.41102,-1.41102
2.19679,-0.350142,0,0,0,-0.350142,-0.350142,-0.350142
2.63185,0.465114,-4.57967e-19,0,0,0.465114,0.465114,0.465114
2.08071,-1.60961,4.52971e-17,0,0,-1.60961,-1.60961,-1.60961
2.97502,0.250848,2.77556e-17,0,0,0.250848,0.250848,0.250848
3.1221,0.020904,0,0,0,0.020904,0.020904,0.020904
2.79642,-1.12359,4.20219e-17,0,0,-1.12359,-1.12359,-1.12359
0.472639,-0.919776,-6.86118e-17,0,0,-0.919776,-0.919776,-0.919776
4.99909,0.454662,-5.55112e-17,0,0,0.454662,0.454662,0.454662
1.6862,-1.44238,0,0,0,-1.44238,-1.44238,-1.44238
