-1.37869,-4.9379,-3.0553,-3.44087,-0.282789,-1.8826,-1.49703,-4.65511
-1.42826,-4.8374,-2.99417,-3.37101,-0.16744,-1.84323,-1.46639,-4.66996
-1.51249,-4.65315,-3.01391,-3.50946,0.102271,-1.63924,-1.14369,-4.75542
-1.6297,-4.6833,-2.81341,-3.27901,0.369217,-1.86989,-1.40429,-5.05252
-1.78098,-3.98985,-2.26501,-2.5934,0.735765,-1.72484,-1.39645,-4.72562
-1.96098,-2.08035,-1.44563,-1.57016,1.14564,-0.634721,-0.510194,-3.22599
-2.12483,-0.9916,-0.782225,-0.80195,1.47015,-0.209375,-0.18965,-2.46175
-2.2505,-0.57285,-0.433625,-0.443112,1.66236,-0.139225,-0.129738,-2.23521
-2.34636,-0.65325,-0.501404,-0.643315,1.75488,-0.151846,-0.00993473,-2.40813
-2.43626,-1.48405,-0.31119,-0.456357,1.81363,-1.17286,-1.02769,-3.29768
-2.51351,-0.92125,0.234341,0.28405,1.87211,-1.15559,-1.2053,-2.79336
-2.70848,-0.27135,0.644205,0.649415,1.97599,-0.915555,-0.920765,-2.24734
-2.82545,-0.23115,1.1007,1.2011,1.97481,-1.33185,-1.43225,-2.20596
-2.94471,-0.45895,1.43877,1.5809,1.95207,-1.89772,-2.03985,-2.41102
-3.06272,-2.2847,1.74589,1.91643,1.89423,-4.03059,-4.20113,-4.17893
-3.17961,-0.9715,1.95636,2.12051,1.80629,-2.92786,-3.09201,-2.77779
-3.2972,-0.4087,2.36025,2.6182,1.69064,-2.76895,-3.0269,-2.09934
-3.4211,-5.8491,2.66314,2.97841,1.54255,-8.51224,-8.82751,-7.39165
-3.53442,-1.67835,2.54904,2.71385,1.37687,-4.22739,-4.3922,-3.05522
-3.65674,-0.44555,3.19794,3.64034,1.18502,-3.64349,-4.08589,-1.63057
-3.76902,-0.8777,3.01049,3.28231,0.98923,-3.88819,-4.16001,-1.86693
-3.8736,-5.2461,3.19519,3.52018,0.799494,-8.44129,-8.76628,-6.04559
-3.96056,-1.1122,3.28064,3.64688,0.631677,-4.39284,-4.75908,-1.74388
-4.03611,-1.8626,3.30908,3.67317,0.481179,-5.17168,-5.53577,-2.34378
-4.09321,-2.11385,3.31252,3.67384,0.364654,-5.42637,-5.78769,-2.4785
-4.14591,-1.8961,3.25848,3.55372,0.254061,-5.15458,-5.44982,-2.15016
-4.18347,1.5008,3.31553,3.67468,0.190094,-1.81473,-2.17388,1.31071
-4.20409,2.6063,3.40974,3.86628,0.166061,-0.803442,-1.25998,2.44024
-4.20989,1.46395,3.13659,3.37165,0.134063,-1.67264,-1.9077,1.32989
-4.22649,1.4405,3.25437,3.57723,0.0802571,-1.81387,-2.13673,1.36024
-4.2551,2.278,3.30483,3.67158,-0.0579941,-1.02683,-1.39358,2.33599
