Position 2.9624 1.04726 -2.43335 0.865044 4.48549
Velocity -0 0.00201384 0 0.439528 -0.659292
Torque 0.266526 3.18786 1.35005 1.75619 -0.48706
Position 2.9624 1.04731 -2.43335 0.917522 4.37367
Velocity -0 0.00201384 0 0.429204 -1.08555
Torque 0.271752 3.22967 1.2395 1.70549 -0.431396
Position 2.9624 1.04756 -2.43335 0.969757 4.22945
Velocity -0 0.00469896 0 0.442478 -1.17699
Torque 0.271752 3.06766 1.10215 1.64031 -0.309631
Position 2.9624 1.04952 -2.43335 1.02239 4.10387
Velocity -0 0.0181246 0 0.438053 -0.99705
Torque 0.276978 2.10085 0.9983 1.73808 -0.393127
Position 2.9624 1.05047 -2.43337 1.07529 3.98624
Velocity -0 0.00201384 0 0.438053 -0.979351
Torque 0.276978 2.2315 0.8509 1.59324 -0.351379
Position 2.9624 1.05048 -2.43337 1.11024 3.90708
Velocity -0 -0 0 0.435103 -0.992625
Torque 0.276978 2.28376 0.76715 1.586 -0.372253
Position 2.9624 1.05048 -2.43338 1.19122 3.72168
Velocity -0 -0 0 0.446903 -0.995575
Torque 0.276978 2.01724 0.61305 1.42667 -0.330505
Position 2.9624 1.05048 -2.4334 1.24358 3.6023
Velocity -0 -0 0 0.435103 -1.01327
Torque 0.276978 1.89704 0.4958 1.39046 -0.361816
Position 2.9624 1.05048 -2.43341 1.2967 3.48146
Velocity -0 -0 0 0.438053 -1
Torque 0.276978 1.76639 0.3886 1.26011 -0.38269
Position 2.9624 1.05048 -2.43343 1.34894 3.36206
Velocity -0 -0 0 0.435103 -1
Torque 0.276978 1.62006 0.2948 1.16958 -0.403564
Position 2.9624 1.05047 -2.43345 1.40119 3.24239
Velocity -0 -0 0 0.438053 -1.00442
Torque 0.276978 1.49464 0.1809 1.10441 -0.365295
Position 2.9624 1.05047 -2.43346 1.45418 3.12153
Velocity -0 -0 0 0.433628 -1.0059
Torque 0.276978 1.37966 0.1407 1.04647 -0.375732
Position 2.9624 1.05047 -2.43349 1.50677 3.00177
Velocity -0 -0 0 0.433628 -1.00147
Torque 0.276978 1.24379 0 0.898008 -0.375732
Position 2.9624 1.05047 -2.43352 1.55923 2.88195
Velocity -0 -0 0 0.438053 -1.01032
Torque 0.276978 1.17062 -0.0067 0.778515 -0.351379
Position 2.9624 1.05047 -2.43359 1.61175 2.76179
Velocity -0 -0 -0.0010472 0.438053 -0.99705
Torque 0.276978 1.03997 -0.12395 0.706095 -0.393127
Position 2.9624 1.05047 -2.43373 1.66425 2.64215
Velocity -0 -0 -0.00314159 0.435103 -1.01475
Torque 0.276978 0.945906 -0.2881 0.586602 -0.396606
Position 2.9624 1.05046 -2.43488 1.71686 2.52142
Velocity -0 -0 0.00314159 0.430678 -1.00885
Torque 0.276978 0.83616 -0.2479 0.492456 -0.445312
Position 2.9624 1.05046 -2.43488 1.7694 2.4008
Velocity -0 -0 0 0.446903 -1.00147
Torque 0.276978 0.726414 -0.25125 0.333132 -0.379211
Position 2.9624 1.05046 -2.43481 1.81571 2.29597
Velocity -0 -0 0 0.371681 -0.792035
Torque 0.276978 0.642798 -0.2546 0.228123 -0.424438
Position 2.9624 1.05045 -2.43481 1.85867 2.19768
Velocity -0 -0 0 0.324484 -0.789086
Torque 0.276978 0.559182 -0.27805 0.133977 -0.459228
Position 2.9624 1.05045 -2.4348 1.88655 2.12538
Velocity -0 -0 0 0.20944 -0.473451
Torque 0.276978 0.454662 -0.3082 0.177429 -0.271362
Position 2.9624 1.05044 -2.4348 1.9194 2.05796
Velocity -0 -0 0.0010472 0.29646 -0.616519
Torque 0.276978 0.381498 -0.34505 0.170187 -0.455749
Position 2.9624 1.05044 -2.4348 1.9402 2.01239
Velocity -0 -0 0 0.20944 -0.50885
Torque 0.276978 0.329238 -0.3551 0.054315 -0.288757
Position 2.9624 1.05043 -2.43477 1.94872 1.94728
Velocity -0 -0 0 -0 -0.168142
Torque 0.271752 0.214266 -0.40535 -0.003621 -0.257446
Position 2.9624 1.05042 -2.43477 1.94861 1.94777
Velocity -0 -0 0 0.00147493 0.0368732
Torque 0.266526 0.141102 -0.41875 -0.003621 0.212219
Position 2.9624 1.05039 -2.4348 1.95684 1.9715
Velocity -0 -0 0 0.150442 0.20059
Torque 0.266526 -0 -0.4489 0.166566 0.233093
Position 2.9624 1.05039 -2.43478 1.98243 1.976
Velocity -0 -0 0 0.20944 -0.0368732
Torque 0.266526 -0.010452 -0.4891 0.07242 -0.149597
Position 2.9624 1.05038 -2.43478 2.00327 1.94237
Velocity -0 -0 0 0.129793 -0.519174
Torque 0.266526 -0.041808 -0.5092 0.047073 -0.612304
Position 2.9624 1.05035 -2.43478 2.01507 1.85425
Velocity -0 -0 0 0.0678466 -0.758112
Torque 0.266526 -0.172458 -0.51255 0.043452 -0.52185
Position 2.9624 1.05033 -2.43477 2.01947 1.78723
Velocity -0 -0 0 -0.00442478 -0.40413
Torque 0.266526 -0.2613 -0.53265 -0 -0.285278
Position 2.9624 1.05033 -2.43477 2.01825 1.76637
Velocity -0 -0 0 -0.0176991 -0.0176991
Torque 0.266526 -0.271752 -0.51925 -0.372963 -0.274841
Position 2.9624 1.05033 -2.43477 2.01228 1.77743
Velocity -0 -0 0 -0.0368732 0.19469
Torque 0.266526 -0.271752 -0.49245 -0.296922 0.320068
Position 2.9624 1.05033 -2.43477 2.01139 1.84451
Velocity -0 -0 0 0.00147493 0.731563
Torque 0.266526 -0.266526 -0.49245 -0.249849 0.448791
Position 2.9624 1.05031 -2.4348 2.01832 1.92111
Velocity -0 -0 0 0.165192 0.526549
Torque 0.266526 -0.266526 -0.49245 0.307785 0.240051
Position 2.9624 1.05031 -2.4348 2.07356 1.95429
Velocity -0 -0 0 0.623894 0.0973451
Torque 0.266526 -0.250848 -0.49245 0.550392 0.240051
Position 2.9624 1.05032 -2.43477 2.17431 1.95511
Velocity -0 0.00067128 0.0010472 0.933628 -0
Torque 0.266526 -0.2613 -0.54605 0.376584 0.240051
Position 2.9624 1.05033 -2.4347 2.26569 1.96299
Velocity -0 0.00067128 0.0010472 0.59882 0.120944
Torque 0.266526 -0.36582 -0.5695 0.275196 0.240051
Position 2.9624 1.05033 -2.43462 2.30631 1.98239
Velocity -0 -0 0 0.185841 0.134218
Torque 0.266526 -0.49647 -0.6164 0.130356 0.240051
Position 2.9624 1.05029 -2.43464 2.3356 1.99611
Velocity -0 -0.00067128 0 0.287611 0.039823
Torque 0.266526 -0.621894 -0.64655 0.061557 0.240051
Position 2.9624 1.05029 -2.43464 2.35161 2.00166
Velocity -0 -0 0 0.143068 0.0752212
Torque 0.266526 -0.674154 -0.6834 -0.130356 0.240051
Position 2.9624 1.04965 -2.43464 2.36489 2.00557
Velocity -0 -0.00469896 0 0.137168 -0
Torque 0.266526 -0.611442 -0.737 -0 0.233093
Position 2.9624 1.0496 -2.43464 2.38631 2.00993
Velocity -0 -0.00067128 0 0.176991 0.103245
Torque 0.266526 -0.658476 -0.76715 0.123114 0.229614
Position 2.9624 1.0496 -2.43464 2.39719 2.01708
Velocity -0 -0 0 0.0147493 -0
Torque 0.266526 -0.700284 -0.74035 -0.162945 0.229614
Position 2.9624 1.0496 -2.43464 2.3971 2.01701
Velocity -0 -0 0 -0 -0.00147493
Torque 0.266526 -0.700284 -0.69345 -0.394689 0.20874
Position 2.9624 1.0496 -2.43464 2.39684 2.01686
Velocity -0 -0 0 -0.00442478 -0.00147493
Torque 0.266526 -0.668928 -0.69345 -0.626433 0.184387
Position 2.9624 1.0496 -2.43464 2.39593 2.01675
Velocity -0 -0 0 -0.0147493 -0
Torque 0.266526 -0.637572 -0.737 -0.695232 -0.121765
Position 2.9624 1.0496 -2.43464 2.39529 2.01673
Velocity -0 -0 0 -0.00147493 -0.00147493
Torque 0.266526 -0.637572 -0.737 -0.698853 -0.132202
Position 2.9624 1.0496 -2.43464 2.39511 2.01659
Velocity -0 -0 0 -0 -0.00147493
Torque 0.266526 -0.637572 -0.70015 -0.771273 -0.135681
Position 2.9624 1.0496 -2.43464 2.39507 2.01659
Velocity -0 -0 0 -0 0.00147493
Torque 0.266526 -0.637572 -0.70015 -0.789378 0.125244
Position 2.9624 1.0496 -2.43464 2.39553 2.02445
Velocity -0 -0 0 0.0132743 0.207965
Torque 0.276978 -0.637572 -0.70015 -0.159324 0.236572
Position 2.9624 1.04959 -2.43464 2.41639 2.0779
Velocity -0 -0 0 0.368732 0.612094
Torque 0.282204 -0.637572 -0.70685 0.010863 0.574035
Position 2.9624 1.04959 -2.43464 2.49144 2.17911
Velocity -0 -0 0 0.79646 1.01917
Torque 0.282204 -0.642798 -0.75375 0.242607 0.403564
Position 2.9624 1.04961 -2.43458 2.5777 2.32546
Velocity -0 -0 0 0.554572 1.37758
Torque 0.282204 -0.663702 -0.75375 0.423657 0.469665
Position 2.9624 1.0496 -2.43458 2.62781 2.5169
Velocity -0 -0 0 0.376106 1.74926
Torque 0.282204 -0.684606 -0.74035 0.264333 0.483581
Position 2.9624 1.0496 -2.43458 2.67438 2.73343
Velocity -0 -0 0 0.40413 1.72124
Torque 0.282204 -0.70551 -0.77385 0.238986 0.327026
Position 2.9624 1.0496 -2.43458 2.72409 2.91307
Velocity -0 -0 0 0.415929 1.31563
Torque 0.282204 -0.721188 -0.8174 0.238986 0.320068
Position 2.9624 1.0496 -2.43458 2.75781 3.00555
Velocity -0 -0 0 0.415929 1.0354
Torque 0.282204 -0.73164 -0.8174 0.238986 0.323547
Position 2.9624 1.0496 -2.43458 2.83332 3.1606
Velocity -0 -0 0 0.412979 0.625369
Torque 0.282204 -0.7839 -0.84085 0.238986 0.281799
Position 2.9624 1.0496 -2.43458 2.8829 3.21865
Velocity -0 -0 0 0.412979 0.517699
Torque 0.282204 -0.794352 -0.89445 0.238986 0.407043
Position 2.9624 1.0496 -2.43458 2.93254 3.30372
Velocity -0 -0 0 0.40708 0.864307
Torque 0.282204 -0.830934 -0.90115 0.25347 0.414001
Position 2.9624 1.0496 -2.43458 2.98153 3.43655
Velocity -0 -0 0 0.408555 1.26549
Torque 0.282204 -0.883194 -0.9715 0.25347 0.400085
